,EquipoAnf,EquipoVis,ResulAnf,ResulVis,Fecha,Estadio,Ciudad,Arbitro,Provincia,tmed,prec
195,Rayo Vallecano,Villarreal,0,1,2001-01-28,Teresa Rivero,Madrid,Medina Cantalejo,MADRID,5.854545454545454,8.372727272727273
196,Celta de Vigo,Osasuna,1,0,2001-01-28,Estadio de Balaídos,Vigo,García Aranda,PONTEVEDRA,8.55,10.9
197,Valladolid,Mallorca,2,0,2001-01-28,Nuevo Zorrilla,Valladolid,Prados García,VALLADOLID,4.833333333333333,2.1333333333333333
198,Valencia,Real Madrid,0,1,2001-01-28,Mestalla,Valencia,Undiano Mallenco,VALENCIA,10.55,1.2666666666666668
199,Alavés,Las Palmas,1,0,2001-01-28,Mendizorroza,Vitoria,Rodríguez Santiago,ARABA/ALAVA,5.2,31.8
200,Barcelona,Athletic Club,7,0,2001-02-03,Nou Camp (Nou Camp),Barcelona,Esquinas Torres,BARCELONA,9.579999999999998,0.0
201,Deportivo de La Coruña,Racing de Santander,2,1,2001-02-04,Nuevo Riazor,La Coruña,Megía Dávila,A CORUÑA,9.7375,9.024999999999999
202,Villarreal,Alavés,2,0,2001-02-04,El Madrigal,Villarreal,Turienzo Álvarez,CASTELLON,9.766666666666666,0.0
203,Real Sociedad,Celta de Vigo,2,2,2001-02-04,Anoeta,San Sebastián,Andradas Asurmendi,GIPUZKOA,11.350000000000001,0.07500000000000001
204,Mallorca,Valencia,2,2,2001-02-04,Son Moix,Palma,Pérez Burrull,ILLES BALEARS,11.68888888888889,0.0
205,Las Palmas,Oviedo,1,0,2001-02-04,Estadio Insular (Estadio Insular),Las Palmas de Gran Canaria,Bueno Grimal,LAS PALMAS,15.816666666666665,0.0
206,Real Madrid,Málaga,4,3,2001-02-04,Santiago Bernabéu,Madrid,Llonch Andreu,MADRID,6.763636363636365,0.4545454545454545
207,Osasuna,Espanyol,1,3,2001-02-04,El Sadar,Pamplona,Pérez Lasa,NAVARRA,6.775,0.07500000000000001
208,Numancia,Valladolid,0,0,2001-02-04,Los Pajaritos,Soria,Ramírez Domínguez,SORIA,4.2,0.6
209,Zaragoza,Rayo Vallecano,6,1,2001-02-04,La Romareda,Zaragoza,Carmona Méndez,ZARAGOZA,6.94,0.0
210,Deportivo de La Coruña,Real Sociedad,4,1,2001-02-10,Nuevo Riazor,La Coruña,Pérez Burrull,A CORUÑA,12.737499999999999,0.0125
211,Espanyol,Celta de Vigo,0,1,2001-02-10,Olímpic Lluís Companys,Cornellá de Llobregat,Prados García,BARCELONA,9.32,0.16
212,Athletic Club,Real Madrid,1,0,2001-02-10,San Mamés,Bilbao,Ansuategui Roca,BIZKAIA,13.15,3.5250000000000004
213,Rayo Vallecano,Osasuna,2,1,2001-02-10,Teresa Rivero,Madrid,Iturralde González,MADRID,9.909090909090908,0.38181818181818183
214,Valencia,Numancia,3,0,2001-02-10,Mestalla,Valencia,Losantos Omar,VALENCIA,16.03333333333333,0.0
215,Oviedo,Villarreal,1,3,2001-02-11,Carlos Tartiere (Carlos Tartiere),Oviedo,Andradas Asurmendi,ASTURIAS,10.828571428571427,0.0
216,Racing de Santander,Barcelona,4,0,2001-02-11,Campos de Sport del Sardinero (Campos de Sport del Sardinero),Santander,Puentes Leira,CANTABRIA,12.075,0.0
217,Málaga,Mallorca,0,1,2001-02-11,La Rosaleda,Málaga,Undiano Mallenco,MALAGA,14.72857142857143,0.0
218,Valladolid,Las Palmas,1,0,2001-02-11,Nuevo Zorrilla,Valladolid,Carmona Méndez,VALLADOLID,8.6,0.0
219,Alavés,Zaragoza,1,0,2001-02-11,Mendizorroza,Vitoria,Muñiz Fernández,ARABA/ALAVA,10.3,0.1
220,Barcelona,Deportivo de La Coruña,2,3,2001-02-17,Nou Camp (Nou Camp),Barcelona,Medina Cantalejo,BARCELONA,8.9,0.0
221,Las Palmas,Valencia,0,2,2001-02-17,Estadio Insular,Las Palmas de Gran Canaria,Megía Dávila,LAS PALMAS,16.9,0.0
222,Real Madrid,Racing de Santander,1,0,2001-02-17,Santiago Bernabéu,Madrid,Daudén Ibáñez,MADRID,7.527272727272727,0.0
223,Villarreal,Valladolid,2,1,2001-02-18,El Madrigal,Villarreal,García Aranda,CASTELLON,4.566666666666666,0.5333333333333333
224,Real Sociedad,Espanyol,2,1,2001-02-18,Anoeta,San Sebastián,Bueno Grimal,GIPUZKOA,6.15,0.8
225,Mallorca,Athletic Club,1,0,2001-02-18,Son Moix,Palma,Ramírez Domínguez,ILLES BALEARS,9.544444444444444,9.333333333333334
226,Osasuna,Alavés,0,1,2001-02-18,El Sadar,Pamplona,Ansuategui Roca,NAVARRA,4.125000000000001,0.0
227,Celta de Vigo,Rayo Vallecano,1,1,2001-02-18,Estadio de Balaídos,Vigo,Pérez Lasa,PONTEVEDRA,10.05,0.0
228,Numancia,Málaga,3,2,2001-02-18,Los Pajaritos,Soria,Esquinas Torres,SORIA,0.9,0.0
229,Zaragoza,Oviedo,5,2,2001-02-18,La Romareda (La Romareda),Zaragoza,Fernández Marín,ZARAGOZA,2.55,0.0
230,Deportivo de La Coruña,Real Madrid,2,2,2001-02-24,Nuevo Riazor,La Coruña,Andradas Asurmendi,A CORUÑA,7.887500000000001,0.1625
231,Oviedo,Osasuna,2,3,2001-02-25,Carlos Tartiere (Carlos Tartiere),Oviedo,Rodríguez Santiago,ASTURIAS,3.9,1.0
232,Barcelona,Real Sociedad,3,0,2001-02-25,Nou Camp (Nou Camp),Barcelona,Turienzo Álvarez,BARCELONA,5.62,0.8400000000000001
233,Athletic Club,Numancia,3,1,2001-02-25,San Mamés,Bilbao,Mejuto González,BIZKAIA,6.55,1.3
234,Racing de Santander,Mallorca,2,1,2001-02-25,Campos de Sport del Sardinero,Santander,Llonch Andreu,CANTABRIA,6.1,2.375
235,Rayo Vallecano,Espanyol,1,1,2001-02-25,Teresa Rivero,Madrid,Puentes Leira,MADRID,3.375,0.0
236,Málaga,Las Palmas,2,1,2001-02-25,La Rosaleda,Málaga,Iturralde González,MALAGA,13.1,0.5499999999999999
237,Valladolid,Zaragoza,2,0,2001-02-25,Nuevo Zorrilla,Valladolid,Pérez Burrull,VALLADOLID,2.466666666666667,0.0
238,Valencia,Villarreal,3,1,2001-02-25,Mestalla,Valencia,Muñiz Fernández,VALENCIA,9.2,0.0
239,Alavés,Celta de Vigo,2,2,2001-02-25,Mendizorroza,Vitoria,López Nieto,ARABA/ALAVA,2.6,2.1
240,Real Sociedad,Rayo Vallecano,2,0,2001-03-03,Anoeta,San Sebastián,Rodríguez Santiago,GIPUZKOA,12.75,5.225
241,Mallorca,Deportivo de La Coruña,2,1,2001-03-03,Son Moix,Palma,García Aranda,ILLES BALEARS,15.412499999999998,0.0
242,Real Madrid,Barcelona,2,2,2001-03-03,Santiago Bernabéu (Santiago Bernabéu),Madrid,Losantos Omar,MADRID,10.016666666666667,4.241666666666667
243,Zaragoza,Valencia,1,1,2001-03-03,La Romareda,Zaragoza,Prados García,ZARAGOZA,12.774999999999999,2.825
244,Espanyol,Alavés,0,0,2001-03-04,Olímpic Lluís Companys,Cornellá de Llobregat,Fernández Marín,BARCELONA,14.079999999999998,0.6599999999999999
245,Villarreal,Málaga,1,2,2001-03-04,El Madrigal,Villarreal,Daudén Ibáñez,CASTELLON,13.799999999999999,0.3666666666666667
246,Las Palmas,Athletic Club,0,0,2001-03-04,Estadio Insular,Las Palmas de Gran Canaria,Undiano Mallenco,LAS PALMAS,20.160000000000004,0.0
247,Osasuna,Valladolid,2,1,2001-03-04,El Sadar,Pamplona,Esquinas Torres,NAVARRA,12.833333333333334,2.2333333333333334
248,Celta de Vigo,Oviedo,1,0,2001-03-04,Estadio de Balaídos (Estadio de Balaídos),Vigo,Ansuategui Roca,PONTEVEDRA,10.95,5.65
249,Numancia,Racing de Santander,1,0,2001-03-04,Los Pajaritos,Soria,Bueno Grimal,SORIA,7.8,9.4
250,Deportivo de La Coruña,Numancia,4,1,2001-03-10,Nuevo Riazor,La Coruña,Iturralde González,A CORUÑA,12.612499999999999,9.325
251,Athletic Club,Villarreal,1,1,2001-03-10,San Mamés,Bilbao,Llonch Andreu,BIZKAIA,15.05,8.175
252,Valencia,Osasuna,1,0,2001-03-10,Mestalla,Valencia,Ramírez Domínguez,VALENCIA,20.383333333333333,0.0
253,Oviedo,Espanyol,2,2,2001-03-11,Carlos Tartiere (Carlos Tartiere),Oviedo,Megía Dávila,ASTURIAS,13.328571428571427,10.985714285714284
254,Barcelona,Mallorca,1,1,2001-03-11,Nou Camp (Nou Camp),Barcelona,Andradas Asurmendi,BARCELONA,15.219999999999999,0.0
255,Racing de Santander,Las Palmas,2,1,2001-03-11,Campos de Sport del Sardinero,Santander,Pérez Lasa,CANTABRIA,15.499999999999998,6.0249999999999995
256,Real Madrid,Real Sociedad,4,0,2001-03-11,Santiago Bernabéu,Madrid,Mejuto González,MADRID,13.983333333333333,0.008333333333333333
257,Málaga,Zaragoza,2,0,2001-03-11,La Rosaleda,Málaga,Puentes Leira,MALAGA,17.24285714285714,0.042857142857142864
258,Valladolid,Celta de Vigo,1,2,2001-03-11,Nuevo Zorrilla,Valladolid,Medina Cantalejo,VALLADOLID,14.299999999999999,4.5
259,Alavés,Rayo Vallecano,4,2,2001-03-11,Mendizorroza,Vitoria,Turienzo Álvarez,ARABA/ALAVA,14.5,3.3
260,Las Palmas,Deportivo de La Coruña,2,0,2001-03-17,Estadio Insular,Las Palmas de Gran Canaria,Muñiz Fernández,LAS PALMAS,19.02,0.0
261,Espanyol,Valladolid,1,0,2001-03-18,Olímpic Lluís Companys,Cornellá de Llobregat,Ansuategui Roca,BARCELONA,14.149999999999999,4.725
262,Villarreal,Racing de Santander,4,2,2001-03-18,El Madrigal,Villarreal,Rodríguez Santiago,CASTELLON,13.133333333333335,0.0
263,Real Sociedad,Alavés,1,1,2001-03-18,Anoeta,San Sebastián,Undiano Mallenco,GIPUZKOA,13.875,0.0
264,Mallorca,Real Madrid,1,0,2001-03-18,Son Moix,Palma,López Nieto,ILLES BALEARS,13.875,0.0
265,Rayo Vallecano,Oviedo,0,2,2001-03-18,Teresa Rivero (Teresa Rivero),Madrid,Prados García,MADRID,8.936363636363636,0.06363636363636363
266,Osasuna,Málaga,3,3,2001-03-18,El Sadar,Pamplona,Losantos Omar,NAVARRA,12.200000000000001,0.0
267,Celta de Vigo,Valencia,3,2,2001-03-18,Estadio de Balaídos,Vigo,Daudén Ibáñez,PONTEVEDRA,12.25,15.45
268,Numancia,Barcelona,1,1,2001-03-18,Los Pajaritos (Los Pajaritos),Soria,Pérez Burrull,SORIA,8.7,0.0
269,Zaragoza,Athletic Club,2,2,2001-03-18,La Romareda,Zaragoza,Turienzo Álvarez,ZARAGOZA,11.64,0.0
270,Deportivo de La Coruña,Villarreal,4,2,2001-03-31,Nuevo Riazor,La Coruña,Bueno Grimal,A CORUÑA,12.722222222222223,0.0
271,Real Madrid,Numancia,1,0,2001-03-31,Santiago Bernabéu,Madrid,Medina Cantalejo,MADRID,13.791666666666666,0.0
272,Málaga,Celta de Vigo,1,4,2001-03-31,La Rosaleda,Málaga,Megía Dávila,MALAGA,18.6875,0.0
273,Valencia,Espanyol,0,1,2001-03-31,Mestalla,Valencia,Andradas Asurmendi,VALENCIA,16.149999999999995,0.0
274,Oviedo,Alavés,3,3,2001-04-01,Carlos Tartiere (Carlos Tartiere),Oviedo,Llonch Andreu,ASTURIAS,13.671428571428569,0.31428571428571433
275,Barcelona,Las Palmas,4,1,2001-04-01,Nou Camp (Nou Camp),Barcelona,García Aranda,BARCELONA,14.175,1.2
276,Athletic Club,Osasuna,0,1,2001-04-01,San Mamés,Bilbao,Puentes Leira,BIZKAIA,15.625,0.0
277,Racing de Santander,Zaragoza,2,1,2001-04-01,Campos de Sport del Sardinero,Santander,Ramírez Domínguez,CANTABRIA,14.649999999999999,0.0
278,Mallorca,Real Sociedad,1,1,2001-04-01,Son Moix,Palma,Esquinas Torres,ILLES BALEARS,13.737499999999999,0.0
279,Valladolid,Rayo Vallecano,1,3,2001-04-01,Nuevo Zorrilla,Valladolid,Fernández Marín,VALLADOLID,13.699999999999998,0.16666666666666666
280,Rayo Vallecano,Valencia,1,4,2001-04-07,Teresa Rivero,Madrid,Turienzo Álvarez,MADRID,9.858333333333333,0.0
281,Espanyol,Málaga,1,2,2001-04-08,Olímpic Lluís Companys,Cornellá de Llobregat,Rodríguez Santiago,BARCELONA,14.84,0.0
282,Villarreal,Barcelona,4,4,2001-04-08,El Madrigal (El Madrigal),Villarreal,Iturralde González,CASTELLON,12.200000000000001,0.0
283,Real Sociedad,Oviedo,3,0,2001-04-08,Anoeta (Anoeta),San Sebastián,López Nieto,GIPUZKOA,10.399999999999999,0.30000000000000004
284,Las Palmas,Real Madrid,0,1,2001-04-08,Estadio Insular,Las Palmas de Gran Canaria,Ansuategui Roca,LAS PALMAS,20.119999999999997,0.0
285,Osasuna,Racing de Santander,1,1,2001-04-08,El Sadar,Pamplona,Muñiz Fernández,NAVARRA,10.024999999999999,0.375
286,Celta de Vigo,Athletic Club,2,1,2001-04-08,Estadio de Balaídos,Vigo,Pérez Burrull,PONTEVEDRA,12.350000000000001,0.0
287,Numancia,Mallorca,0,2,2001-04-08,Los Pajaritos,Soria,Carmona Méndez,SORIA,8.1,0.0
288,Zaragoza,Deportivo de La Coruña,2,1,2001-04-08,La Romareda,Zaragoza,Pérez Lasa,ZARAGOZA,9.919999999999998,0.0
289,Alavés,Valladolid,4,2,2001-04-08,Mendizorroza,Vitoria,Mejuto González,ARABA/ALAVA,6.8,1.1
290,Deportivo de La Coruña,Osasuna,2,1,2001-04-14,Nuevo Riazor,La Coruña,Fernández Marín,A CORUÑA,13.3125,0.0
291,Barcelona,Zaragoza,4,4,2001-04-14,Nou Camp (Nou Camp),Barcelona,Undiano Mallenco,BARCELONA,12.139999999999999,0.0
292,Real Madrid,Villarreal,4,0,2001-04-14,Santiago Bernabéu,Madrid,Ramírez Domínguez,MADRID,11.591666666666667,0.0
293,Valencia,Alavés,1,2,2001-04-14,Mestalla,Valencia,García Aranda,VALENCIA,14.733333333333334,0.0
294,Athletic Club,Espanyol,0,1,2001-04-15,San Mamés,Bilbao,Medina Cantalejo,BIZKAIA,9.85,0.0
295,Racing de Santander,Celta de Vigo,3,0,2001-04-15,Campos de Sport del Sardinero,Santander,Esquinas Torres,CANTABRIA,9.0,0.0
296,Mallorca,Las Palmas,2,1,2001-04-15,Son Moix,Palma,Losantos Omar,ILLES BALEARS,12.275,0.0
297,Málaga,Rayo Vallecano,1,1,2001-04-15,La Rosaleda,Málaga,Bueno Grimal,MALAGA,16.442857142857143,0.0
298,Numancia,Real Sociedad,3,3,2001-04-15,Los Pajaritos,Soria,Prados García,SORIA,11.2,0.0
299,Valladolid,Oviedo,1,0,2001-04-15,Nuevo Zorrilla (Nuevo Zorrilla),Valladolid,Daudén Ibáñez,VALLADOLID,10.066666666666666,0.0
300,Celta de Vigo,Deportivo de La Coruña,2,1,2001-04-21,Estadio de Balaídos,Vigo,Mejuto González,PONTEVEDRA,9.6,2.95
301,Oviedo,Valencia,0,0,2001-04-22,Carlos Tartiere (Carlos Tartiere),Oviedo,Iturralde González,ASTURIAS,11.171428571428569,0.7714285714285715
302,Espanyol,Racing de Santander,3,0,2001-04-22,Olímpic Lluís Companys,Cornellá de Llobregat,López Nieto,BARCELONA,10.16,3.2
303,Villarreal,Mallorca,2,2,2001-04-22,El Madrigal,Villarreal,Pérez Lasa,CASTELLON,11.533333333333333,0.0
304,Real Sociedad,Valladolid,3,1,2001-04-22,Anoeta,San Sebastián,Puentes Leira,GIPUZKOA,10.55,9.350000000000001
305,Las Palmas,Numancia,1,1,2001-04-22,Estadio Insular,Las Palmas de Gran Canaria,Llonch Andreu,LAS PALMAS,18.4,0.12
306,Rayo Vallecano,Athletic Club,1,2,2001-04-22,Teresa Rivero,Madrid,Muñiz Fernández,MADRID,9.516666666666667,0.016666666666666666
307,Osasuna,Barcelona,3,1,2001-04-22,El Sadar (El Sadar),Pamplona,Megía Dávila,NAVARRA,6.975,8.675
308,Zaragoza,Real Madrid,2,3,2001-04-22,La Romareda,Zaragoza,Carmona Méndez,ZARAGOZA,7.5200000000000005,0.74
309,Alavés,Málaga,1,2,2001-04-22,Mendizorroza,Vitoria,Andradas Asurmendi,ARABA/ALAVA,8.4,13.1
310,Real Madrid,Osasuna,1,1,2001-04-28,Santiago Bernabéu,Madrid,Turienzo Álvarez,MADRID,12.65,0.016666666666666666
311,Valencia,Valladolid,1,0,2001-04-28,Mestalla,Valencia,Bueno Grimal,VALENCIA,17.64,0.0
312,Deportivo de La Coruña,Espanyol,1,0,2001-04-29,Nuevo Riazor,La Coruña,Daudén Ibáñez,A CORUÑA,7.911111111111111,6.533333333333332
313,Barcelona,Celta de Vigo,1,1,2001-04-29,Nou Camp (Nou Camp),Barcelona,Rodríguez Santiago,BARCELONA,14.2,2.82
314,Athletic Club,Alavés,2,0,2001-04-29,San Mamés,Bilbao,Prados García,BIZKAIA,11.15,0.625
315,Racing de Santander,Rayo Vallecano,1,1,2001-04-29,Campos de Sport del Sardinero,Santander,Losantos Omar,CANTABRIA,10.425,6.650000000000001
316,Mallorca,Zaragoza,2,1,2001-04-29,Son Moix,Palma,Ansuategui Roca,ILLES BALEARS,14.900000000000002,0.0
317,Las Palmas,Real Sociedad,2,1,2001-04-29,Estadio Insular,Las Palmas de Gran Canaria,Ramírez Domínguez,LAS PALMAS,19.720000000000002,0.0
318,Málaga,Oviedo,2,2,2001-04-29,La Rosaleda (La Rosaleda),Málaga,Pérez Burrull,MALAGA,17.299999999999997,0.0125
319,Numancia,Villarreal,1,3,2001-04-29,Los Pajaritos,Soria,Undiano Mallenco,SORIA,10.4,2.1
320,Espanyol,Barcelona,0,0,2001-05-05,Olímpic Lluís Companys (Olímpic Lluís Companys),Cornellá de Llobregat,Mejuto González,BARCELONA,12.7,4.84
321,Real Sociedad,Valencia,1,2,2001-05-05,Anoeta,San Sebastián,Medina Cantalejo,GIPUZKOA,9.45,8.775
322,Celta de Vigo,Real Madrid,3,0,2001-05-05,Estadio de Balaídos,Vigo,Fernández Marín,PONTEVEDRA,12.15,0.0
323,Oviedo,Athletic Club,5,0,2001-05-06,Carlos Tartiere (Carlos Tartiere),Oviedo,García Aranda,ASTURIAS,7.466666666666668,1.15
324,Villarreal,Las Palmas,2,1,2001-05-06,El Madrigal,Villarreal,Carmona Méndez,CASTELLON,11.733333333333334,0.0
325,Rayo Vallecano,Deportivo de La Coruña,1,1,2001-05-06,Teresa Rivero,Madrid,López Nieto,MADRID,8.658333333333333,0.05833333333333333
326,Osasuna,Mallorca,1,0,2001-05-06,El Sadar,Pamplona,Iturralde González,NAVARRA,8.675,0.05
327,Valladolid,Málaga,0,0,2001-05-06,Nuevo Zorrilla,Valladolid,Muñiz Fernández,VALLADOLID,7.333333333333333,0.0
328,Zaragoza,Numancia,3,1,2001-05-06,La Romareda,Zaragoza,Andradas Asurmendi,ZARAGOZA,8.22,0.0
329,Alavés,Racing de Santander,5,1,2001-05-06,Mendizorroza,Vitoria,Puentes Leira,ARABA/ALAVA,6.8,0.0
330,Deportivo de La Coruña,Alavés,2,1,2001-05-11,Nuevo Riazor,La Coruña,Ramírez Domínguez,A CORUÑA,13.775,0.05
331,Villarreal,Real Sociedad,1,3,2001-05-12,El Madrigal,Villarreal,Megía Dávila,CASTELLON,16.633333333333336,0.0
332,Barcelona,Rayo Vallecano,5,1,2001-05-13,Nou Camp (Nou Camp),Barcelona,Ansuategui Roca,BARCELONA,16.559999999999995,10.639999999999999
333,Athletic Club,Valladolid,1,1,2001-05-13,San Mamés,Bilbao,Carmona Méndez,BIZKAIA,15.325000000000001,0.0
334,Racing de Santander,Oviedo,2,0,2001-05-13,Campos de Sport del Sardinero (Campos de Sport del Sardinero),Santander,Turienzo Álvarez,CANTABRIA,14.475000000000001,0.0
335,Mallorca,Celta de Vigo,2,0,2001-05-13,Son Moix,Palma,Undiano Mallenco,ILLES BALEARS,17.066666666666666,0.022222222222222223
336,Las Palmas,Zaragoza,2,1,2001-05-13,Estadio Insular,Las Palmas de Gran Canaria,Rodríguez Santiago,LAS PALMAS,20.839999999999996,0.0
337,Real Madrid,Espanyol,2,2,2001-05-13,Santiago Bernabéu,Madrid,Pérez Burrull,MADRID,12.6,0.008333333333333333
338,Málaga,Valencia,3,0,2001-05-13,La Rosaleda,Málaga,Llonch Andreu,MALAGA,19.285714285714285,0.0
339,Numancia,Osasuna,1,0,2001-05-13,Los Pajaritos,Soria,Pérez Lasa,SORIA,12.8,0.0
340,Valencia,Athletic Club,1,0,2001-05-18,Mestalla,Valencia,Mejuto González,VALENCIA,18.533333333333335,0.18333333333333335
341,Alavés,Barcelona,0,1,2001-05-19,Mendizorroza (Mendizorroza),Vitoria,Medina Cantalejo,ARABA/ALAVA,11.0,0.0
342,Oviedo,Deportivo de La Coruña,2,3,2001-05-20,Carlos Tartiere (Carlos Tartiere),Oviedo,Fernández Marín,ASTURIAS,12.183333333333332,0.0
343,Espanyol,Mallorca,0,1,2001-05-20,Olímpic Lluís Companys,Cornellá de Llobregat,Bueno Grimal,BARCELONA,20.18,0.0
344,Real Sociedad,Málaga,4,0,2001-05-20,Anoeta,San Sebastián,García Aranda,GIPUZKOA,14.95,0.0
345,Rayo Vallecano,Real Madrid,0,1,2001-05-20,Teresa Rivero,Madrid,Daudén Ibáñez,MADRID,16.35833333333333,3.0083333333333333
346,Osasuna,Las Palmas,3,3,2001-05-20,El Sadar,Pamplona,Prados García,NAVARRA,15.975,0.0
347,Celta de Vigo,Numancia,1,1,2001-05-20,Estadio de Balaídos,Vigo,López Nieto,PONTEVEDRA,17.7,0.0
348,Valladolid,Racing de Santander,1,1,2001-05-20,Nuevo Zorrilla,Valladolid,Iturralde González,VALLADOLID,14.266666666666666,0.0
349,Zaragoza,Villarreal,0,0,2001-05-20,La Romareda,Zaragoza,Losantos Omar,ZARAGOZA,16.12,0.02
350,Las Palmas,Celta de Vigo,0,1,2001-05-26,Estadio Insular,Las Palmas de Gran Canaria,Iturralde González,LAS PALMAS,22.740000000000002,0.0
351,Real Madrid,Alavés,5,0,2001-05-26,Santiago Bernabéu,Madrid,Rodríguez Santiago,MADRID,21.245454545454546,0.0
352,Deportivo de La Coruña,Valladolid,1,2,2001-05-27,Nuevo Riazor,La Coruña,Llonch Andreu,A CORUÑA,20.155555555555555,0.022222222222222223
353,Barcelona,Oviedo,0,1,2001-05-27,Nou Camp (Nou Camp),Barcelona,Pérez Lasa,BARCELONA,21.68,0.0
354,Athletic Club,Málaga,1,3,2001-05-27,San Mamés,Bilbao,Ansuategui Roca,BIZKAIA,19.725,0.0
355,Racing de Santander,Valencia,1,1,2001-05-27,Campos de Sport del Sardinero,Santander,Undiano Mallenco,CANTABRIA,17.85,0.025
356,Villarreal,Osasuna,2,0,2001-05-27,El Madrigal (El Madrigal),Villarreal,Pérez Burrull,CASTELLON,20.066666666666666,0.0
357,Mallorca,Rayo Vallecano,4,0,2001-05-27,Son Moix,Palma,Puentes Leira,ILLES BALEARS,21.737499999999997,0.0
358,Numancia,Espanyol,2,1,2001-05-27,Los Pajaritos,Soria,Fernández Marín,SORIA,19.8,0.0
359,Zaragoza,Real Sociedad,1,1,2001-05-27,La Romareda,Zaragoza,Muñiz Fernández,ZARAGOZA,21.580000000000002,0.0
360,Oviedo,Real Madrid,1,1,2001-06-10,Carlos Tartiere (Carlos Tartiere),Oviedo,Losantos Omar,ASTURIAS,10.985714285714284,4.285714285714286
361,Espanyol,Las Palmas,3,2,2001-06-10,Olímpic Lluís Companys,Cornellá de Llobregat,Megía Dávila,BARCELONA,19.04,1.3599999999999999
362,Athletic Club,Real Sociedad,1,3,2001-06-10,San Mamés,Bilbao,Bueno Grimal,BIZKAIA,16.674999999999997,7.700000000000001
363,Rayo Vallecano,Numancia,2,1,2001-06-10,Teresa Rivero,Madrid,Ramírez Domínguez,MADRID,15.558333333333332,1.1583333333333332
364,Málaga,Racing de Santander,2,1,2001-06-10,La Rosaleda,Málaga,Mejuto González,MALAGA,22.787499999999998,0.0
365,Osasuna,Zaragoza,1,0,2001-06-10,El Sadar,Pamplona,García Aranda,NAVARRA,14.525000000000002,1.65
366,Celta de Vigo,Villarreal,1,0,2001-06-10,Estadio de Balaídos,Vigo,Prados García,PONTEVEDRA,16.65,0.0
367,Valladolid,Barcelona,2,2,2001-06-10,Nuevo Zorrilla (Nuevo Zorrilla),Valladolid,Esquinas Torres,VALLADOLID,13.9,1.0999999999999999
368,Valencia,Deportivo de La Coruña,0,1,2001-06-10,Mestalla,Valencia,Carmona Méndez,VALENCIA,23.200000000000003,2.25
369,Alavés,Mallorca,2,4,2001-06-10,Mendizorroza,Vitoria,Turienzo Álvarez,ARABA/ALAVA,11.9,3.7
370,Racing de Santander,Athletic Club,3,0,2001-06-16,Campos de Sport del Sardinero,Santander,Fernández Marín,CANTABRIA,17.1,1.225
371,Villarreal,Espanyol,4,0,2001-06-16,El Madrigal,Villarreal,Muñiz Fernández,CASTELLON,23.900000000000002,0.0
372,Las Palmas,Rayo Vallecano,1,0,2001-06-16,Estadio Insular,Las Palmas de Gran Canaria,Andradas Asurmendi,LAS PALMAS,21.6,0.0
373,Numancia,Alavés,2,1,2001-06-16,Los Pajaritos,Soria,Daudén Ibáñez,SORIA,14.4,0.0
374,Deportivo de La Coruña,Málaga,4,0,2001-06-17,Nuevo Riazor,La Coruña,Pérez Lasa,A CORUÑA,14.177777777777779,0.0
375,Barcelona,Valencia,3,2,2001-06-17,Nou Camp (Nou Camp),Barcelona,López Nieto,BARCELONA,19.860000000000003,0.04
376,Real Sociedad,Osasuna,0,1,2001-06-17,Anoeta,San Sebastián,Llonch Andreu,GIPUZKOA,15.375,1.075
377,Mallorca,Oviedo,4,2,2001-06-17,Son Moix (Son Moix),Palma,Medina Cantalejo,ILLES BALEARS,19.766666666666666,0.022222222222222223
378,Real Madrid,Valladolid,2,1,2001-06-17,Santiago Bernabéu,Madrid,Iturralde González,MADRID,16.916666666666664,0.0
379,Zaragoza,Celta de Vigo,1,1,2001-06-17,La Romareda,Zaragoza,Pérez Burrull,ZARAGOZA,15.779999999999998,0.0
380,Valencia,Real Madrid,1,0,2001-08-25,Mestalla,Valencia,López Nieto,VALENCIA,26.633333333333336,0.0
381,Deportivo de La Coruña,Valladolid,4,0,2001-08-26,Nuevo Riazor,La Coruña,Muñiz Fernández,A CORUÑA,20.114285714285717,2.2142857142857144
382,Espanyol,Zaragoza,2,1,2001-08-26,Olímpic Lluís Companys,Cornellá de Llobregat,Rodríguez Santiago,BARCELONA,25.799999999999997,0.0
383,Real Sociedad,Athletic Club,1,3,2001-08-26,Anoeta,San Sebastián,Carmona Méndez,GIPUZKOA,25.625,0.7999999999999999
384,Mallorca,Las Palmas,0,3,2001-08-26,Son Moix,Palma,Megía Dávila,ILLES BALEARS,27.15555555555555,0.0
385,Rayo Vallecano,Villarreal,1,2,2001-08-26,Teresa Rivero,Madrid,Pérez Pérez,MADRID,24.75,0.2916666666666667
386,Málaga,Betis,3,2,2001-08-26,La Rosaleda,Málaga,Ansuategui Roca,MALAGA,25.887500000000003,0.0
387,Osasuna,Celta de Vigo,0,3,2001-08-26,El Sadar,Pamplona,Daudén Ibáñez,NAVARRA,26.975,0.0
388,Sevilla,Barcelona,1,2,2001-08-26,Ramón Sánchez Pizjuán (Ramón Sánchez Pizjuán),Sevilla,Losantos Omar,SEVILLA,24.950000000000003,0.0
